Gene	sgRNA	eff
SYNPO2L	s_55009	0.62
IL20RB	s_27199	1
IL20RB	s_27200	0.366
IL20RB	s_27201	0.66
IL20RB	s_27202	0.277
IL20RB	s_27203	0.658
PCED1B	s_40695	0.589
PCED1B	s_40696	1
EXOSC8	s_19021	0.835
EXOSC8	s_19022	0.603
EXOSC8	s_19023	0.842
NOX1	s_37571	0.358
NOX1	s_37572	0.104
NOX1	s_37573	0.767
NOX1	s_37574	0.74
CBX8	s_9386	1
CBX8	s_9387	0.706
CBX8	s_9388	0.01
CBX8	s_9389	0.328
BICD1	s_5409	0.957
BICD1	s_5410	0.92
BICD1	s_5411	0.9
BICD1	s_5412	0.811
MYOG	s_35797	0.439
MYOG	s_35798	0.696
MYOG	s_35799	0.42
MYOG	s_35800	1
HCN4	s_24863	0.574
HCN4	s_24864	1
HCN4	s_24865	1
ASIP	s_3972	0.919
ASIP	s_3973	0.507
ASIP	s_3974	0.791
ASIP	s_3975	0.01
C3orf35	s_7838	0.751
C3orf35	s_7839	0.665
C3orf35	s_7840	0.814
C3orf35	s_7841	0.587
RPS16	s_48280	0.619
RPS16	s_48281	0.22
PRPF4	s_44322	0.856
PRPF4	s_44323	0.832
PRPF4	s_44324	0.74
KCNA2	s_28512	1
KCNA2	s_28513	0.796
KCNA2	s_28514	0.676
KCNA2	s_28515	0.812
KCNA2	s_28516	0.427
KCNA2	s_28517	0.591
KCNA2	s_28518	0.741
KCNA2	s_28519	1
GSTA5	s_24313	0.675
GSTA5	s_24314	1
TIMD4	s_56645	0.709
TIMD4	s_56646	0.763
TIMD4	s_56647	0.535
YIPF1	s_62408	0.603
YIPF1	s_62409	0.977
YIPF1	s_62410	1
YIPF1	s_62411	0.236
HMMR	s_25651	0.675
HMMR	s_25652	0.5
HMMR	s_25653	1
HMMR	s_25654	0.308
KRTAP10-4	s_30200	1
KRTAP10-4	s_30201	0.862
B4GALT6	s_4839	0.801
B4GALT6	s_4840	0.867
B4GALT6	s_4841	0.916
CDC73	s_10675	0.563
CDC73	s_10676	0.413
CDC73	s_10677	0.627
SCARF2	s_49204	0.857
SCARF2	s_49205	1
SCARF2	s_49206	1
SCARF2	s_49207	1
NES	s_36721	0.823
NES	s_36722	0.75
NES	s_36723	0.769
YY1AP1	s_62518	1
YY1AP1	s_62519	0.121
GABRB3	s_21988	0.672
GABRB3	s_21989	0.702
GABRB3	s_21990	0.781
GABRB3	s_21991	1
GABRB3	s_21992	0.775
GABRB3	s_21993	0.0981
C9orf114	s_8409	0.733
C9orf114	s_8410	0.819
SLC2A12	s_51583	1
SLC2A12	s_51584	0.896
SLC2A12	s_51585	1
SLC2A12	s_51586	0.753
DTHD1	s_16945	0.444
DTHD1	s_16946	0.985
DTHD1	s_16947	0.676
NOTCH1	s_37529	0.54
NOTCH1	s_37530	0.881
NOTCH1	s_37531	0.858
NOTCH1	s_37532	0.98
SAA2	s_48891	0.589
SAA2	s_48892	0.742
LCE2D	s_30626	1
LCE2D	s_30627	1
LCE2D	s_30628	0.562
FBN2	s_20410	0.956
FBN2	s_20411	0.682
FBN2	s_20412	1
PRMT2	s_44208	0.457
PRMT2	s_44209	0.885
PRMT2	s_44210	0.892
PRMT2	s_44211	0.863
PSPH	s_44860	0.516
PSPH	s_44861	1
EML4	s_18149	1
EML4	s_18150	0.632
EML4	s_18151	0.956
IMMP1L	s_27396	0.342
IMMP1L	s_27397	0.745
IMMP1L	s_27398	0.962
TBC1D5	s_55584	1
TBC1D5	s_55585	0.518
TBC1D5	s_55586	0.801
TOX	s_58410	0.954
TOX	s_58411	0.821
TOX	s_58412	0.384
TOX	s_58413	0.455
PTAFR	s_44879	0.418
PTAFR	s_44880	1
PTAFR	s_44881	1
ATP2A1	s_4308	1
ATP2A1	s_4309	1
ATP2A1	s_4310	0.437
ATP2A1	s_4311	0.981
C15orf53	s_6555	0.719
C15orf53	s_6556	1
C15orf53	s_6557	0.559
CCP110	s_10119	0.353
CCP110	s_10120	0.489
CCP110	s_10121	0.818
PSTPIP2	s_44877	1
PSTPIP2	s_44878	0.403
GBP1	s_22360	0.919
GBP1	s_22361	1
GBP1	s_22362	0.367
GBP1	s_22363	0.415
GBP1	s_22364	0.641
TMC6	s_56952	0.488
TMC6	s_56953	1
TMC6	s_56954	0.562
TMC6	s_56955	0.542
CEP112	s_11252	0.559
CEP112	s_11253	0.281
CEP112	s_11254	0.672
CEP112	s_11255	0.75
CEP112	s_11256	0.568
CEP112	s_11257	0.125
CEP112	s_11258	0.744
IFT122	s_26755	0.693
IFT122	s_26756	0.493
DLGAP1	s_16129	0.595
DLGAP1	s_16130	0.696
DLGAP1	s_16131	0.514
DLGAP1	s_16132	0.839
DLGAP1	s_16133	0.463
DLGAP1	s_16134	1
SPANXN1	s_53283	0.568
SPANXN1	s_53284	0.582
SPANXN1	s_53285	0.319
SPANXN1	s_53286	0.36
PRKCI	s_44124	0.933
PRKCI	s_44125	0.903
PRKCI	s_44126	0.365
PRKCI	s_44127	1
STS	s_54544	0.85
STS	s_54545	0.969
KCNMB3	s_28793	0.954
KCNMB3	s_28794	0.733
KCNMB3	s_28795	0.697
KCNMB3	s_28796	0.6
KCNMB3	s_28797	0.876
KCNMB3	s_28798	0.458
KCNMB3	s_28799	0.678
KCNMB3	s_28800	0.404
C21orf2	s_7502	1
C21orf2	s_7503	0.159
ZBTB42	s_62641	0.47
ZBTB42	s_62642	0.907
LRCH2	s_31473	1
LRCH2	s_31474	0.772
LRCH2	s_31475	0.809
LYSMD1	s_32226	0.678
LYSMD1	s_32227	0.763
LYSMD1	s_32228	0.919
LYSMD1	s_32229	0.712
LYSMD1	s_32230	0.876
LYSMD1	s_32231	0.692
LYSMD1	s_32232	0.905
LYSMD1	s_32233	0.656
CNNM1	s_12651	1
CNNM1	s_12652	0.824
CNNM1	s_12653	0.634
CNNM1	s_12654	1
GAGE12H	s_22064	0.833
GAGE12H	s_22065	0.917
FBXW10	s_20625	0.586
FBXW10	s_20626	0.0625
FBXW10	s_20627	0.387
FBXW10	s_20628	0.478
TACSTD2	s_55201	0.79
TACSTD2	s_55202	0.729
TACSTD2	s_55203	0.318
ENPP3	s_18273	0.164
ENPP3	s_18274	1
ENPP3	s_18275	0.763
ASTN1	s_4036	0.593
ASTN1	s_4037	0.893
ASTN1	s_4038	0.982
ASTN1	s_4039	0.707
ASTN1	s_4040	0.876
DCPS	s_15211	0.606
DCPS	s_15212	1
DCPS	s_15213	0.637
ARL13A	s_3528	0.736
ARL13A	s_3529	0.839
ARL13A	s_3530	0.731
ARL13A	s_3531	0.612
PAK4	s_40094	0.82
PAK4	s_40095	1
PAK4	s_40096	1
PAK4	s_40097	1
PAK4	s_40098	1
XPR1	s_62303	0.557
XPR1	s_62304	0.36
XPR1	s_62305	1
XPR1	s_62306	0.885
XPR1	s_62307	0.927
SMYD2	s_52688	1
SMYD2	s_52689	1
SMYD2	s_52690	1
SMYD2	s_52691	0.436
HMOX2	s_25658	0.485
HMOX2	s_25659	1
HMOX2	s_25660	0.661
HMOX2	s_25661	0.149
CREBRF	s_13574	0.458
CREBRF	s_13575	1
CREBRF	s_13576	0.893
CREBRF	s_13577	0.28
PDHA1	s_41062	0.873
PDHA1	s_41063	0.685
PDHA1	s_41064	0.486
PDHA1	s_41065	1
ITK	s_28124	1
ITK	s_28125	1
ITK	s_28126	0.397
SMYD1	s_52682	1
SMYD1	s_52683	0.981
SMYD1	s_52684	0.399
SMYD1	s_52685	1
SMYD1	s_52686	0.873
SMYD1	s_52687	0.596
PIP4K2C	s_42034	0.398
PIP4K2C	s_42035	0.228
PIP4K2C	s_42036	0.583
PIP4K2C	s_42037	0.246
PIP4K2C	s_42038	0.421
PIP4K2C	s_42039	1
AARS	s_69	0.555
AARS	s_70	0.551
AARS	s_71	0.504
AARS	s_72	1
CEACAM18	s_11061	1
CEACAM18	s_11062	1
CEACAM18	s_11063	1
CEACAM18	s_11064	1
AASS	s_93	0.895
AASS	s_94	0.462
AASS	s_95	1
MPG	s_34467	0.129
MPG	s_34468	1
MPG	s_34469	1
MPG	s_34470	0.77
MPG	s_34471	0.781
MPG	s_34472	0.971
SGMS2	s_50320	1
SGMS2	s_50321	0.662
SGMS2	s_50322	0.74
SGMS2	s_50323	0.481
SOCS6	s_53008	0.504
SOCS6	s_53009	0.345
OR5J2	s_39387	0.988
OR5J2	s_39388	0.478
HOXD8	s_25956	0.768
HOXD8	s_25957	0.783
HOXD8	s_25958	0.743
HOXD8	s_25959	0.965
HOXD8	s_25960	0.775
PBXIP1	s_40450	0.639
PBXIP1	s_40451	0.411
PBXIP1	s_40452	0.982
ZBTB49	s_62663	1
ZBTB49	s_62664	1
ZBTB49	s_62665	1
ZBTB49	s_62666	0.573
IPP	s_27728	0.314
IPP	s_27729	0.77
IPP	s_27730	0.552
IPP	s_27731	0.508
IPP	s_27732	0.636
FLNC	s_21204	0.802
FLNC	s_21205	0.895
FLNC	s_21206	0.651
ABCA10	s_108	0.507
ABCA10	s_109	0.0913
ABCA10	s_110	0.455
ABCA10	s_111	0.734
FRMD4A	s_21603	0.888
FRMD4A	s_21604	0.884
FRMD4A	s_21605	0.635
FRMD4A	s_21606	0.925
CBLB	s_9328	0.662
CBLB	s_9329	0.348
CBLB	s_9330	0.574
SLC4A2	s_52016	0.771
SLC4A2	s_52017	1
SLC4A2	s_52018	0.984
SLC4A2	s_52019	0.266
NKAIN3	s_37098	0.231
NKAIN3	s_37099	0.662
NKAIN3	s_37100	0.954
NKAIN3	s_37101	1
SFTPA1	s_50246	0.77
SFTPA1	s_50247	0.867
SFTPA1	s_50248	1
SERPINB5	s_50002	1
SERPINB5	s_50003	1
SERPINB5	s_50004	1
SERPINB5	s_50005	0.737
SLC10A4	s_50951	0.696
SLC10A4	s_50952	1
SLC10A4	s_50953	0.785
SLC10A4	s_50954	0.537
HCK	s_24842	0.964
HCK	s_24843	1
HCK	s_24844	0.438
HCK	s_24845	0.353
ZDHHC16	s_62862	0.737
ZDHHC16	s_62863	0.739
ZDHHC16	s_62864	0.814
ZDHHC16	s_62865	0.958
ZDHHC16	s_62866	0.994
C14orf183	s_6465	0.453
C14orf183	s_6466	1
C14orf183	s_6467	0.641
C14orf183	s_6468	0.414
TTN	s_59729	1
TTN	s_59730	0.832
TTN	s_59731	1
TTN	s_59732	0.867
TTN	s_59733	0.61
TTN	s_59734	1
GYG1	s_24549	1
GYG1	s_24550	0.446
GYG1	s_24551	0.741
GYG1	s_24552	0.943
TRIM2	s_58844	0.55
TRIM2	s_58845	0.992
TRIM2	s_58846	0.931
TRIM2	s_58847	0.696
TRIM2	s_58848	0.739
RIPK4	s_47386	0.782
RIPK4	s_47387	0.574
RIPK4	s_47388	1
AMDHD1	s_2196	0.981
AMDHD1	s_2197	0.75
AMDHD1	s_2198	0.651
AMDHD1	s_2199	1
PARM1	s_40277	0.88
PARM1	s_40278	1
KNG1	s_29962	1
KNG1	s_29963	0.606
KNG1	s_29964	0.503
KNG1	s_29965	1
KNG1	s_29966	0.653
KNG1	s_29967	0.618
GPSM2	s_23946	0.01
GPSM2	s_23947	0.61
GPSM2	s_23948	0.382
GPSM2	s_23949	0.324
GPSM2	s_23950	1
GPSM2	s_23951	1
GLIS2	s_23001	1
GLIS2	s_23002	0.142
GLIS2	s_23003	0.604
GLIS2	s_23004	0.892
ATAD2B	s_4066	1
ATAD2B	s_4067	0.0478
ATAD2B	s_4068	0.657
ATAD2B	s_4069	0.188
BSDC1	s_5826	0.989
BSDC1	s_5827	0.764
BSDC1	s_5828	0.989
BSDC1	s_5829	0.842
BSDC1	s_5830	0.822
BSDC1	s_5831	0.0159
UTRN	s_61032	0.293
UTRN	s_61033	0.678
SIN3B	s_50755	0.897
SIN3B	s_50756	1
SIN3B	s_50757	0.763
SIN3B	s_50758	0.508
SLC27A5	s_51547	0.933
SLC27A5	s_51548	1
SLC27A5	s_51549	0.213
OR2Y1	s_39146	1
OR2Y1	s_39147	0.987
KIF25	s_29452	0.696
KIF25	s_29453	0.784
C1QB	s_7003	0.696
C1QB	s_7004	0.587
C1QB	s_7005	1
C1QB	s_7006	0.663
HMGB4	s_25601	0.675
HMGB4	s_25602	0.525
HMGB4	s_25603	0.508
NRG1	s_37914	1
NRG1	s_37915	1
NRG1	s_37916	0.205
NRG1	s_37917	0.949
NRG1	s_37918	1
NRG1	s_37919	1
NRG1	s_37920	0.363
NRG1	s_37921	1
ARL14	s_3538	0.686
ARL14	s_3539	1
ARL14	s_3540	0.446
FMO4	s_21280	0.236
FMO4	s_21281	1
FMO4	s_21282	0.529
PIK3C2A	s_41924	1
PIK3C2A	s_41925	0.381
PIK3C2A	s_41926	0.682
PIK3C2A	s_41927	0.394
LCA5L	s_30605	1
LCA5L	s_30606	0.829
ARPC5L	s_3695	0.35
ARPC5L	s_3696	1
ARPC5L	s_3697	1
DDR1	s_15342	0.78
DDR1	s_15343	0.668
DDR1	s_15344	1
NEDD8	s_36629	0.912
NEDD8	s_36630	0.362
MRRF	s_34907	0.472
MRRF	s_34908	0.434
MRRF	s_34909	0.561
MRRF	s_34910	0.306
TRIB2	s_58805	1
TRIB2	s_58806	0.527
TRIB2	s_58807	0.874
TRIB2	s_58808	1
TRIB2	s_58809	1
TRIB2	s_58810	1
TMEM164	s_57287	0.826
TMEM164	s_57288	0.683
TMEM164	s_57289	0.65
C19orf71	s_6966	1
C19orf71	s_6967	1
C19orf71	s_6968	0.829
C19orf71	s_6969	0.702
TMOD2	s_57891	0.346
TMOD2	s_57892	0.999
TMOD2	s_57893	0.379
RFNG	s_46901	1
RFNG	s_46902	0.514
RFNG	s_46903	0.193
RFNG	s_46904	0.876
RTDR1	s_48585	0.429
RTDR1	s_48586	1
RTDR1	s_48587	0.891
RTDR1	s_48588	0.591
PTPRC	s_45181	0.662
PTPRC	s_45182	1
PTPRC	s_45183	0.269
HDAC6	s_24909	0.797
HDAC6	s_24910	1
HDAC6	s_24911	0.978
HDAC6	s_24912	1
COPG1	s_13087	0.997
COPG1	s_13088	0.786
COPG1	s_13089	0.932
COPG1	s_13090	0.679
COPG1	s_13091	0.48
LILRA3	s_31028	1
LILRA3	s_31029	1
CXCL14	s_14401	0.539
CXCL14	s_14402	0.941
CXCL14	s_14403	0.719
GPN1	s_23611	0.705
GPN1	s_23612	0.358
DIEXF	s_15977	0.621
DIEXF	s_15978	0.428
DIEXF	s_15979	0.977
DIEXF	s_15980	0.947
DIEXF	s_15981	0.771
DIEXF	s_15982	0.933
HIST1H1C	s_25351	1
HIST1H1C	s_25352	0.809
HSD17B6	s_26192	0.379
HSD17B6	s_26193	0.605
HSD17B6	s_26194	0.685
HSD17B7	s_26195	0.443
HSD17B7	s_26196	1
HSD17B7	s_26197	1
HSD17B7	s_26198	0.945
HSD17B7	s_26199	0.844
SNPH	s_52790	1
SNPH	s_52791	0.0398
SNPH	s_52792	1
SNPH	s_52793	0.431
PLD1	s_42420	0.942
PLD1	s_42421	0.816
PLD1	s_42422	1
ZNF513	s_64058	1
ZNF513	s_64059	1
ZNF513	s_64060	1
ZNF513	s_64061	0.823
KBTBD13	s_28471	1
KBTBD13	s_28472	1
S100A10	s_48794	0.576
S100A10	s_48795	0.683
C19orf12	s_6882	0.793
C19orf12	s_6883	1
C19orf12	s_6884	0.529
C19orf12	s_6885	0.583
PNMT	s_42835	0.542
PNMT	s_42836	0.934
PNMT	s_42837	0.662
PNMT	s_42838	0.813
MSRB1	s_35075	1
MSRB1	s_35076	0.164
MSRB1	s_35077	0.945
MSRB1	s_35078	1
ADAR	s_1110	0.884
ADAR	s_1111	0.868
ADAR	s_1112	0.676
ADAR	s_1113	0.778
ADAR	s_1114	0.595
ADAR	s_1115	0.368
RIC8B	s_47278	1
RIC8B	s_47279	0.467
RIC8B	s_47280	0.572
SH3BP5L	s_50454	1
SH3BP5L	s_50455	0.614
SH3BP5L	s_50456	0.836
SH3BP5L	s_50457	1
SH3BP5L	s_50458	0.616
SH3BP5L	s_50459	0.322
DBT	s_15060	0.0706
DBT	s_15061	0.726
DBT	s_15062	0.857
DISC1	s_16033	0.967
DISC1	s_16034	0.615
DISC1	s_16035	0.706
DISC1	s_16036	0.109
DISC1	s_16037	1
DISC1	s_16038	0.532
DISC1	s_16039	0.439
SEMA6C	s_49793	0.575
SEMA6C	s_49794	0.474
SEMA6C	s_49795	1
SEMA6C	s_49796	1
CRIP3	s_13635	1
CRIP3	s_13636	1
CRIP3	s_13637	0.6
KIF2C	s_29472	0.869
KIF2C	s_29473	0.137
KIF2C	s_29474	0.814
KIF2C	s_29475	1
KIF2C	s_29476	0.41
KIF2C	s_29477	0.735
SHH	s_50569	0.89
SHH	s_50570	0.896
SHH	s_50571	1
SHH	s_50572	1
ZNF322	s_63684	0.373
ZNF322	s_63685	1
ACVR1C	s_894	0.482
ACVR1C	s_895	0.785
ACVR1C	s_896	0.753
ACVR1C	s_897	0.365
ACVR1C	s_898	1
ACVR1C	s_899	0.608
ACVR1C	s_900	0.577
ACVR1C	s_901	0.171
ACVR1C	s_902	0.612
CDK15	s_10850	0.945
CDK15	s_10851	0.72
CDK15	s_10852	0.389
CDK15	s_10853	0.425
CDK15	s_10854	1
CDK15	s_10855	1
CLDN24	s_12184	1
CLDN24	s_12185	0.848
SMR3A	s_52653	0.718
SMR3A	s_52654	0.826
SMR3A	s_52655	0.802
CCT6B	s_10194	0.613
CCT6B	s_10195	0.609
CCT6B	s_10196	0.801
CLGN	s_12304	0.375
CLGN	s_12305	0.657
CLGN	s_12306	0.123
CLGN	s_12307	0.814
CLGN	s_12308	0.798
CLGN	s_12309	0.917
DNAJB14	s_16379	1
DNAJB14	s_16380	1
DNAJB14	s_16381	0.519
DNAJB14	s_16382	1
HOXB9	s_25887	0.809
HOXB9	s_25888	0.886
HOXB9	s_25889	0.845
HOXB9	s_25890	0.485
METTL22	s_33620	0.728
METTL22	s_33621	0.89
METTL22	s_33622	0.393
METTL22	s_33623	0.786
NLK	s_37216	0.626
NLK	s_37217	0.799
TXNIP	s_59960	0.416
TXNIP	s_59961	0.55
TXNIP	s_59962	0.966
TXNIP	s_59963	1
TXNIP	s_59964	0.354
KLRC1	s_29913	1
KLRC1	s_29914	0.624
KLRC1	s_29915	0.763
KLRC1	s_29916	0.01
GPR85	s_23888	1
GPR85	s_23889	0.795
CCDC12	s_9500	0.673
CCDC12	s_9501	0.88
CCDC12	s_9502	0.934
WDR87	s_61872	0.521
WDR87	s_61873	0.427
WDR87	s_61874	1
CA9	s_8606	0.88
CA9	s_8607	0.725
CA9	s_8608	0.344
CA9	s_8609	0.609
GYS1	s_24568	0.962
GYS1	s_24569	1
GYS1	s_24570	0.556
CCT6A	s_10191	0.638
CCT6A	s_10192	0.866
CCT6A	s_10193	0.518
ALKBH7	s_2063	1
ALKBH7	s_2064	1
ALKBH7	s_2065	1
ALKBH7	s_2066	0.183
C12orf4	s_6308	0.597
C12orf4	s_6309	1
ULBP2	s_60581	0.753
ULBP2	s_60582	0.872
ULBP2	s_60583	1
TIAM1	s_56598	1
TIAM1	s_56599	1
TIAM1	s_56600	0.757
TIAM1	s_56601	0.46
KIAA1614	s_29318	0.955
KIAA1614	s_29319	1
KIAA1614	s_29320	0.715
KIAA1614	s_29321	1
OTUD1	s_39782	1
OTUD1	s_39783	0.751
MYT1	s_35845	0.59
MYT1	s_35846	0.854
PDCD4	s_40864	0.657
PDCD4	s_40865	0.572
PDCD4	s_40866	0.656
ATP13A4	s_4267	0.707
ATP13A4	s_4268	0.2
ATP13A4	s_4269	0.62
ATP13A4	s_4270	0.86
SNAPC3	s_52744	1
SNAPC3	s_52745	0.245
SNAPC3	s_52746	0.383
SNAPC3	s_52747	0.909
SLA	s_50894	0.99
SLA	s_50895	1
SLA	s_50896	0.858
SLA	s_50897	0.833
SLA	s_50898	0.678
RPL10L	s_48110	0.0456
RPL10L	s_48111	1
CCDC65	s_9776	0.485
CCDC65	s_9777	0.609
CCDC65	s_9778	1
CCDC65	s_9779	0.732
C20orf166	s_7429	0.486
C20orf166	s_7430	0.417
C20orf166	s_7431	0.534
C20orf166	s_7432	1
ZNF524	s_64079	1
ZNF524	s_64080	0.942
FZD10	s_21871	0.998
FZD10	s_21872	0.765
MYO16	s_35709	1
MYO16	s_35710	0.973
MYO16	s_35711	0.523
PSMD5	s_44797	0.422
PSMD5	s_44798	0.975
PSMD5	s_44799	0.962
TMPPE	s_57905	0.807
TMPPE	s_57906	1
TMPPE	s_57907	0.303
UBASH3A	s_60103	1
UBASH3A	s_60104	0.993
UBASH3A	s_60105	1
UBASH3A	s_60106	0.354
PITX2	s_42101	0.476
PITX2	s_42102	1
PITX2	s_42103	0.558
PITX2	s_42104	0.667
PITX2	s_42105	0.901
PITX2	s_42106	1
ZDHHC1	s_62839	0.912
ZDHHC1	s_62840	0.966
ZDHHC1	s_62841	1
ZDHHC1	s_62842	0.713
PJA2	s_42128	0.671
PJA2	s_42129	0.7
PJA2	s_42130	1
PJA2	s_42131	0.883
F2	s_19098	1
F2	s_19099	0.739
F2	s_19100	1
SH2D1A	s_50370	0.01
SH2D1A	s_50371	0.01
C12orf77	s_6386	0.37
C12orf77	s_6387	1
C12orf77	s_6388	0.731
C12orf77	s_6389	0.818
SERPINA1	s_49943	0.822
SERPINA1	s_49944	0.736
SERPINA1	s_49945	0.371
SERPINA1	s_49946	0.62
DNAJA4	s_16360	0.299
DNAJA4	s_16361	0.408
DNAJA4	s_16362	1
DNAJA4	s_16363	0.787
DNAJA4	s_16364	1
MYSM1	s_35841	0.205
MYSM1	s_35842	1
MYSM1	s_35843	1
MYSM1	s_35844	0.974
FAM162B	s_19530	1
FAM162B	s_19531	1
FAM162B	s_19532	0.771
CCNE2	s_10052	0.732
CCNE2	s_10053	0.844
CCNE2	s_10054	0.564
CCNE2	s_10055	0.415
STK11IP	s_54372	0.56
STK11IP	s_54373	0.919
STK11IP	s_54374	0.792
STK11IP	s_54375	1
CCDC63	s_9764	0.981
CCDC63	s_9765	0.412
CCDC63	s_9766	0.664
CCDC63	s_9767	0.602
IGF2BP1	s_26828	0.498
IGF2BP1	s_26829	0.849
IGF2BP1	s_26830	0.788
NOS3	s_37518	1
NOS3	s_37519	1
NOS3	s_37520	0.867
NOS3	s_37521	0.413
FNTB	s_21364	0.611
FNTB	s_21365	1
FNTB	s_21366	0.664
ID3	s_26566	1
ID3	s_26567	1
ID3	s_26568	0.437
ID3	s_26569	0.625
ID3	s_26570	0.931
ID3	s_26571	0.796
PICALM	s_41822	0.939
PICALM	s_41823	0.0444
PICALM	s_41824	0.776
MOG	s_34352	0.608
MOG	s_34353	0.719
MOG	s_34354	0.378
MOG	s_34355	0.847
MOG	s_34356	0.654
MOG	s_34357	0.599
OMD	s_38754	0.841
OMD	s_38755	0.73
OMD	s_38756	0.628
OMD	s_38757	0.995
TAF5	s_55273	1
TAF5	s_55274	1
TAF5	s_55275	1
C7orf33	s_8244	0.374
C7orf33	s_8245	0.513
C7orf33	s_8246	0.271
C7orf33	s_8247	0.447
HAPLN1	s_24701	1
HAPLN1	s_24702	0.818
HAPLN1	s_24703	0.79
HAPLN1	s_24704	0.285
C15orf27	s_6509	1
C15orf27	s_6510	0.858
C15orf27	s_6511	1
IL28A	s_27253	0.54
IL28A	s_27254	0.668
IL28A	s_27255	0.676
ATM	s_4215	0.809
ATM	s_4216	0.573
ATM	s_4217	0.01
ATM	s_4218	0.891
PEA15	s_41228	0.672
PEA15	s_41229	1
PEA15	s_41230	0.813
PEA15	s_41231	0.471
PEA15	s_41232	0.937
TOB2	s_58294	0.673
TOB2	s_58295	0.669
KRT26	s_30074	0.798
KRT26	s_30075	0.427
KRT26	s_30076	0.461
ERMAP	s_18667	0.01
ERMAP	s_18668	0.595
ZNF534	s_64098	0.524
ZNF534	s_64099	0.853
ZNF534	s_64100	0.455
GCKR	s_22455	0.759
GCKR	s_22456	0.471
GCKR	s_22457	0.67
GCKR	s_22458	0.784
GCKR	s_22459	0.83
GCKR	s_22460	0.821
LRRC33	s_31683	0.692
LRRC33	s_31684	0.524
LRRC33	s_31685	0.933
LRRC33	s_31686	1
ONECUT3	s_38766	0.624
ONECUT3	s_38767	1
ONECUT3	s_38768	0.864
ONECUT3	s_38769	1
C10orf68	s_6121	0.995
C10orf68	s_6122	0.295
C10orf68	s_6123	0.33
C4orf17	s_7921	1
C4orf17	s_7922	0.532
C4orf17	s_7923	0.631
C4orf17	s_7924	0.943
C4orf17	s_7925	0.96
FOXO3	s_21495	0.7
FOXO3	s_21496	1
FOXO3	s_21497	0.696
IRF8	s_27877	0.277
IRF8	s_27878	0.478
IRF8	s_27879	1
ANO3	s_2676	0.575
ANO3	s_2677	0.719
ANO3	s_2678	0.107
NCOA3	s_36309	0.627
NCOA3	s_36310	0.735
NCOA3	s_36311	0.982
TRPC4AP	s_59175	0.612
TRPC4AP	s_59176	0.328
TRPC4AP	s_59177	0.953
TRPC4AP	s_59178	0.866
TTC18	s_59531	0.714
TTC18	s_59532	0.29
TTC18	s_59533	1
KLHL25	s_29767	0.772
KLHL25	s_29768	0.846
GHDC	s_22749	1
GHDC	s_22750	0.486
GHDC	s_22751	0.633
GHDC	s_22752	0.899
TCOF1	s_55900	1
TCOF1	s_55901	0.731
TCOF1	s_55902	1
EDA	s_17379	1
EDA	s_17380	1
EDA	s_17381	0.568
EDA	s_17382	0.841
EDA	s_17383	0.485
TAS2R38	s_55441	0.57
TAS2R38	s_55442	0.777
LEO1	s_30812	1
LEO1	s_30813	1
LEO1	s_30814	0.546
MRPS16	s_34825	0.543
MRPS16	s_34826	0.782
ASS1	s_4023	0.856
ASS1	s_4024	0.592
ASS1	s_4025	0.946
PTGR2	s_45021	1
PTGR2	s_45022	0.752
ZDHHC13	s_62850	0.47
ZDHHC13	s_62851	0.354
ZDHHC13	s_62852	1
ZDHHC13	s_62853	1
CLEC4A	s_12263	0.693
CLEC4A	s_12264	1
CLEC4A	s_12265	1
ALPPL2	s_2125	0.551
ALPPL2	s_2126	0.688
ALPPL2	s_2127	1
ALPPL2	s_2128	0.712
SLC7A6OS	s_52224	1
SLC7A6OS	s_52225	0.556
SLC7A6OS	s_52226	0.828
ZMYM2	s_63225	0.188
ZMYM2	s_63226	0.722
ZMYM2	s_63227	0.331
ITGB4	s_28075	0.96
ITGB4	s_28076	0.264
ITGB4	s_28077	0.312
ITGB4	s_28078	0.817
KIAA1984	s_29363	1
KIAA1984	s_29364	0.588
KIAA1984	s_29365	0.7
ARNTL2	s_3665	0.852
ARNTL2	s_3666	0.409
ARNTL2	s_3667	0.302
ARNTL2	s_3668	0.452
DHRS11	s_15850	0.789
DHRS11	s_15851	0.852
DHRS11	s_15852	0.258
SP5	s_53210	1
SP5	s_53211	1
SP5	s_53212	1
SP5	s_53213	0.913
ABCG8	s_266	0.735
ABCG8	s_267	1
TBX20	s_55705	1
TBX20	s_55706	1
TBX20	s_55707	0.421
TBX20	s_55708	0.681
GABRG2	s_22006	0.363
GABRG2	s_22007	0.923
GABRG2	s_22008	0.466
SLC35E2	s_51754	1
SLC35E2	s_51755	0.967
ZFYVE20	s_63091	0.936
ZFYVE20	s_63092	0.962
ZFYVE20	s_63093	0.636
C1orf182	s_7206	1
C1orf182	s_7207	1
C1orf182	s_7208	0.233
C1orf182	s_7209	0.876
C1orf182	s_7210	1
SLC17A5	s_51128	1
SLC17A5	s_51129	0.803
TMEM79	s_57787	1
TMEM79	s_57788	1
TMEM79	s_57789	0.724
TMEM79	s_57790	0.755
TMEM79	s_57791	0.756
TMEM79	s_57792	1
CLEC3B	s_12259	0.924
CLEC3B	s_12260	0.646
CLEC3B	s_12261	1
CLEC3B	s_12262	0.445
CIDEB	s_11965	0.948
CIDEB	s_11966	0.672
CIDEB	s_11967	1
DTWD2	s_16965	1
